Time,Activo,Signal,Direction,QualityScore,SPOT_at_signal,SPOT_5m,Move_5m,VolExp_5m,Win_5m,SPOT_15m,Move_15m,VolExp_15m,Win_15m,SPOT_30m,Move_30m,VolExp_30m,Win_30m,SPOT_1h,Move_1h,VolExp_1h,Win_1h,MAE,MFE,Regime,GammaRegime,FlowImbalance,VelocityZscore,DealerStress,AbsorptionScore,PinProbability,BarrierHit,Win_barrier,R_realized
2026-08-11 18:02:40,VIX,APPROACHING_GEX_WALL,NEUTRAL,12.0,15.28,15.28,0.0,0.0,,15.28,0.0,0.0,,15.28,0.0,0.0,,15.28,0.0,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,29.0,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:02:40,QQQ,APPROACHING_GEX_WALL,NEUTRAL,16.0,718.69,718.65,-0.04,0.0,,718.53,-0.16,0.0,,718.52,-0.17,0.0,,718.63,-0.06,0.0,,,,DEALER_LONG_GAMMA,NEGATIVE,0.0,0.0,35.0,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:02:40,SPX,APPROACHING_GEX_WALL,NEUTRAL,100.0,7728.2,7728.2,0.0,0.0,,7728.2,0.0,0.0,,7728.2,0.0,0.0,,7728.2,0.0,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,29.0,0.0,0.15,TIMEOUT,0,0.0
2026-08-11 18:03:40,SPY,APPROACHING_GEX_WALL,NEUTRAL,16.0,770.7,770.69,-0.01,0.0,,770.68,-0.02,0.0,,770.65,-0.05,0.0,,770.73,0.03,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,29.0,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:04:40,VIX,APPROACHING_GEX_WALL,NEUTRAL,64.2,15.28,15.28,0.0,0.0,,15.28,0.0,0.0,,15.28,0.0,0.0,,15.28,0.0,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,0.6,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:04:40,QQQ,APPROACHING_GEX_WALL,NEUTRAL,16.7,718.63,718.68,0.05,0.0,,718.48,-0.15,0.0,,718.45,-0.18,0.0,,718.6,-0.03,0.0,,,,DEALER_LONG_GAMMA,NEGATIVE,0.0,0.0,20.0,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:04:40,SPX,APPROACHING_GEX_WALL,NEUTRAL,100.0,7728.2,7728.2,0.0,0.0,,7728.2,0.0,0.0,,7728.2,0.0,0.0,,7728.2,0.0,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,16.3,0.0,0.15,TIMEOUT,0,0.0
2026-08-11 18:05:40,SPY,APPROACHING_GEX_WALL,NEUTRAL,16.7,770.71,770.7,-0.01,0.0,,770.7,-0.01,0.0,,770.62,-0.09,0.0,,770.68,-0.03,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,2.1,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:06:40,VIX,APPROACHING_GEX_WALL,NEUTRAL,64.5,15.28,15.28,0.0,0.0,,15.28,0.0,0.0,,15.28,0.0,0.0,,15.28,0.0,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,0.4,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:06:40,QQQ,APPROACHING_GEX_WALL,NEUTRAL,17.5,718.5,718.64,0.14,0.0,,718.51,0.01,0.0,,718.45,-0.05,0.0,,718.45,-0.05,0.0,,,,DEALER_LONG_GAMMA,NEGATIVE,0.0,0.0,20.8,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:06:40,SPX,APPROACHING_GEX_WALL,NEUTRAL,100.0,7728.2,7728.2,0.0,0.0,,7728.2,0.0,0.0,,7728.2,0.0,0.0,,7728.2,0.0,0.0,,,,DEALER_LONG_GAMMA,NEGATIVE,0.0,0.0,16.5,0.0,0.15,TIMEOUT,0,0.0
2026-08-11 18:07:40,SPY,APPROACHING_GEX_WALL,NEUTRAL,17.5,770.69,770.7,0.01,0.0,,770.71,0.02,0.0,,770.66,-0.03,0.0,,770.63,-0.06,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,20.9,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:08:40,VIX,APPROACHING_GEX_WALL,NEUTRAL,64.8,15.28,15.28,0.0,0.0,,15.28,0.0,0.0,,15.28,0.0,0.0,,15.28,0.0,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,0.4,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:08:40,QQQ,APPROACHING_GEX_WALL,NEUTRAL,17.7,718.65,718.49,-0.16,0.0,,718.53,-0.12,0.0,,718.47,-0.18,0.0,,718.38,-0.27,0.0,,,,DEALER_LONG_GAMMA,NEGATIVE,0.0,0.0,2.3,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:08:40,SPX,APPROACHING_GEX_WALL,NEUTRAL,100.0,7728.2,7728.2,0.0,0.0,,7728.2,0.0,0.0,,7728.2,0.0,0.0,,7728.2,0.0,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,14.1,0.0,0.15,TIMEOUT,0,0.0
2026-08-11 18:09:40,SPY,APPROACHING_GEX_WALL,NEUTRAL,17.6,770.69,770.64,-0.05,0.0,,770.72,0.03,0.0,,770.66,-0.03,0.0,,770.51,-0.18,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,4.1,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:10:40,QQQ,APPROACHING_GEX_WALL,NEUTRAL,17.8,718.7,718.46,-0.24,0.0,,718.58,-0.12,0.0,,718.45,-0.25,0.0,,718.41,-0.29,0.0,,,,DEALER_LONG_GAMMA,NEGATIVE,0.0,0.0,20.2,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:10:40,VIX,APPROACHING_GEX_WALL,NEUTRAL,65.0,15.28,15.28,0.0,0.0,,15.28,0.0,0.0,,15.28,0.0,0.0,,15.28,0.0,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,0.3,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:10:40,SPX,APPROACHING_GEX_WALL,NEUTRAL,100.0,7728.2,7728.2,0.0,0.0,,7728.2,0.0,0.0,,7728.2,0.0,0.0,,7728.2,0.0,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,11.4,0.0,0.15,TIMEOUT,0,0.0
2026-08-11 18:11:40,SPY,APPROACHING_GEX_WALL,NEUTRAL,17.8,770.72,770.7,-0.02,0.0,,770.71,-0.01,0.0,,770.66,-0.06,0.0,,770.56,-0.16,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,20.6,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:12:40,VIX,APPROACHING_GEX_WALL,NEUTRAL,65.1,15.28,15.28,0.0,0.0,,15.28,0.0,0.0,,15.28,0.0,0.0,,15.28,0.0,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,0.3,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:12:40,QQQ,APPROACHING_GEX_WALL,NEUTRAL,18.0,718.62,718.53,-0.09,0.0,,718.63,0.01,0.0,,718.45,-0.17,0.0,,718.33,-0.29,0.0,,,,DEALER_LONG_GAMMA,NEGATIVE,0.0,0.0,20.2,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:12:40,SPX,APPROACHING_GEX_WALL,NEUTRAL,100.0,7728.2,7728.2,0.0,0.0,,7728.2,0.0,0.0,,7728.2,0.0,0.0,,7728.2,0.0,0.0,,,,DEALER_LONG_GAMMA,NEGATIVE,0.0,0.0,10.1,0.0,0.15,TIMEOUT,0,0.0
2026-08-11 18:13:40,SPY,APPROACHING_GEX_WALL,NEUTRAL,17.5,770.65,770.68,0.03,0.0,,770.77,0.12,0.0,,770.66,0.01,0.0,,770.54,-0.11,0.0,,,,DEALER_LONG_GAMMA,NEGATIVE,0.0,0.0,21.0,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:14:40,VIX,APPROACHING_GEX_WALL,NEUTRAL,65.3,15.28,15.28,0.0,0.0,,15.28,0.0,0.0,,15.28,0.0,0.0,,15.28,0.0,0.0,,,,DEALER_SHORT_GAMMA,NEGATIVE,0.0,0.0,0.3,0.0,0.55,TIMEOUT,0,0.0
2026-08-11 18:14:40,QQQ,APPROACHING_GEX_WALL,NEUTRAL,18.2,718.45,718.48,0.03,0.0,,718.73,0.28,0.0,,718.45,0.0,0.0,,718.43,-0.02,0.0,,,,DEALER_LONG_GAMMA,NEGATIVE,0.0,0.0,20.0,0.0,0.55,TIMEOUT,0,0.0
