signal,n,win_rate,win_rate_barrier,expectancy,expectancy_R,n_barrier,mae,mfe,avg_duration,sharpe_like,sharpe_R,last_updated
PINNING_RISK,715,0.46,0.448,-1.3974,0.093,716,-5.8727,5.4055,60,-0.067,0.109,2026-07-15 14:57:33
ZERO_CROSS_UP,921,0.447,0.411,-4.3681,-0.0175,898,-23.9327,18.0018,60,-0.075,-0.017,2026-07-10 19:38:24
VIX_REGIME_CONFIRM,1000,0.322,0.318,2.2866,-0.032,1000,-20.7797,12.6966,60,0.035,-0.039,2026-07-10 23:59:23
SWEEP_ACCELERATION,190,0.363,0.157,-1.5195,-0.017,375,-29.2934,18.5044,60,-0.028,-0.023,2026-07-10 11:42:23
CALL_SURGE,153,0.412,0.382,-28.9975,-0.0052,152,-73.5081,39.0174,60,-0.298,-0.005,2026-07-15 09:33:45
ZERO_CROSS_DOWN,1000,0.521,0.494,-10.0306,0.2002,1000,-23.7052,39.3029,60,-0.149,0.187,2026-07-16 05:47:06
ZERO_PROXIMITY_RESISTANCE,1000,0.372,0.352,-0.1229,0.1178,1000,-6.5213,5.6358,60,-0.005,0.145,2026-07-16 05:47:05
IMBALANCE_REVERSAL,1000,0.475,0.436,-7.9864,0.0921,1000,-24.8252,36.8625,60,-0.104,0.088,2026-07-16 05:17:05
DELTA_DIVERGENCE_BEAR,1000,0.277,0.281,1.78,-0.0186,1000,-20.5313,21.8114,60,0.036,-0.021,2026-07-14 23:59:10
REGIME_TRADE_CONFIRM,1000,0.368,0.343,-2.0181,-0.055,1000,-17.8438,14.8869,60,-0.051,-0.063,2026-07-10 22:17:24
FAILED_SQUEEZE,146,0.384,0.262,-11.4983,-0.1761,141,-47.8903,59.779,60,-0.078,-0.173,2026-07-10 09:51:23
DELTA_DIVERGENCE_BULL,364,0.385,0.352,-1.7278,-0.0605,355,-16.5302,11.9323,60,-0.045,-0.064,2026-07-10 16:16:58
CHARM_MOMENTUM_EOD,228,0.421,0.412,-0.5285,-0.1439,228,-16.0145,14.789,60,-0.01,-0.164,2026-07-15 14:56:11
ABSORPTION_REVERSAL,126,0.214,0.203,-1.1695,-0.0543,123,-9.077,7.8604,60,-0.05,-0.081,2026-07-15 09:14:46
PUT_SURGE,31,0.548,0.355,0.8629,-0.1403,31,-23.8662,8.6081,60,0.037,-0.139,2026-07-07 23:59:48
WALL_REJECT_CALL,26,0.423,0.462,-2.2389,0.3873,26,-1.5625,5.2294,60,-0.257,0.477,2026-07-16 05:30:06
WALL_REJECT_PUT,12,0.083,0.0,-1.2767,-0.4286,7,-3.9092,0.38,60,-0.247,-0.802,2026-07-16 01:38:06
HEDGE_PANIC,1,1.0,1.0,0.93,0.93,1,0.0,0.93,60,0.93,0.93,2026-07-14 12:47:33
