2025-11-18 07:20:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:21:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:22:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:23:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:24:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:25:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:26:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:27:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:28:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:29:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:30:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:31:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:32:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:33:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:34:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:35:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:36:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:37:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:38:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:39:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:40:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:41:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:42:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:43:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:44:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:45:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:46:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:47:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:48:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:49:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:50:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:51:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:52:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:53:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:54:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:55:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:56:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:57:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:58:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 07:59:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:00:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:01:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:02:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:03:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:04:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:05:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:06:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:07:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:08:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:09:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:10:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:11:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:12:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:13:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:14:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:15:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:16:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
2025-11-18 08:17:00,,24750,,,24500,,,,,,,,,,,,,,,24799.918
