signal,n,win_rate,win_rate_barrier,expectancy,expectancy_R,n_barrier,mae,mfe,avg_duration,sharpe_like,sharpe_R,last_updated
PINNING_RISK,1000,0.493,0.466,-3.7844,-0.0356,1000,-6.5018,5.4483,60,-0.175,-0.049,2026-09-04 14:36:39
ZERO_CROSS_UP,954,0.45,0.413,-4.1107,-0.0149,927,-23.3995,17.875,60,-0.072,-0.014,2026-09-07 05:54:35
VIX_REGIME_CONFIRM,1000,0.321,0.355,6.9674,0.0309,1000,-13.0903,11.0105,60,0.159,0.039,2026-09-07 05:57:35
SWEEP_ACCELERATION,191,0.361,0.154,-1.459,-0.0166,384,-29.1401,18.4075,60,-0.028,-0.023,2026-09-07 01:00:35
CALL_SURGE,153,0.412,0.382,-28.9975,-0.0052,152,-73.5081,39.0174,60,-0.298,-0.005,2026-07-15 09:33:45
ZERO_CROSS_DOWN,1000,0.508,0.446,-4.6936,0.0454,1000,-16.5634,21.7538,60,-0.097,0.045,2026-09-07 05:10:35
ZERO_PROXIMITY_RESISTANCE,1000,0.274,0.278,3.8683,-0.0567,1000,-8.2586,3.5628,60,0.117,-0.084,2026-09-07 05:54:35
IMBALANCE_REVERSAL,1000,0.476,0.43,-2.5261,0.0326,1000,-16.9011,19.9967,60,-0.063,0.036,2026-09-07 01:24:35
DELTA_DIVERGENCE_BEAR,1000,0.288,0.284,1.1953,-0.0209,1000,-19.9909,22.2539,60,0.024,-0.024,2026-09-07 05:57:35
REGIME_TRADE_CONFIRM,1000,0.361,0.354,-1.9235,-0.0134,1000,-15.2495,12.7812,60,-0.052,-0.016,2026-09-07 05:57:35
FAILED_SQUEEZE,157,0.357,0.247,-10.6927,-0.1656,150,-44.5349,55.5907,60,-0.075,-0.168,2026-09-07 05:28:35
DELTA_DIVERGENCE_BULL,387,0.37,0.337,-1.68,-0.0736,377,-15.9147,11.5733,60,-0.045,-0.079,2026-09-07 05:11:35
CHARM_MOMENTUM_EOD,228,0.421,0.412,-0.5285,-0.1439,228,-16.0145,14.789,60,-0.01,-0.164,2026-07-15 14:56:11
ABSORPTION_REVERSAL,147,0.184,0.175,-0.9445,-0.0542,143,-7.8418,6.7733,60,-0.044,-0.087,2026-09-07 05:19:35
PUT_SURGE,31,0.548,0.355,0.8629,-0.1403,31,-23.8662,8.6081,60,0.037,-0.139,2026-07-07 23:59:48
WALL_REJECT_CALL,282,0.394,0.357,-1.1841,0.033,277,-6.2225,7.6204,60,-0.054,0.041,2026-09-07 05:53:35
WALL_REJECT_PUT,46,0.087,0.077,-1.1454,-0.1578,39,-2.2325,0.5491,60,-0.26,-0.318,2026-08-10 22:41:06
HEDGE_PANIC,1,1.0,1.0,0.93,0.93,1,0.0,0.93,60,0.93,0.93,2026-07-14 12:47:33
WALL_BREAK_CALL,67,0.0,0.0,-7.3263,-0.0896,67,-8.9155,0.0,60,-0.306,-0.311,2026-07-17 09:00:57
WALL_BREAK_PUT,46,0.63,0.63,-1.5141,0.3038,46,-2.8098,4.3207,60,-0.332,0.357,2026-09-04 09:41:39
GAMMA_COMPRESSION_BREAKOUT,20,0.2,0.192,-2.4723,-0.2448,26,-15.8484,14.4247,60,-0.086,-0.277,2026-08-04 16:49:19
DEALER_UNWIND,6,0.333,0.167,-2.8317,-0.2783,6,-5.885,1.03,60,-0.381,-0.655,2026-09-03 16:01:46
